OrderNumber;OrderDate;OrderType;CustomerType;CustomerName;CustomerState;ProductCategory;ProductNumber;ProductName;Quantity;Price;Discount;OrderTotal
1002819;Jul 27, 2020;Retail;Individual;Cameron Griffin;Indiana;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1002820;Jul 27, 2020;Wholesale;Business;Jonathan Martinez Inc.;Kentucky;Daisy;DS805;Barberton Daisy;106,00;$49,00;$9,80;$5.184,20
1002821;Jul 27, 2020;Retail;Individual;Elijah Adams;Alabama;Sunflower;SF303;Terracotta;1,00;$450,00;$0,00;$450,00
1002822;Jul 27, 2020;Wholesale;Business;Russell Raje Inc.;New York;Rose;RS110;Noisette Rose;4,00;$11,99;$2,40;$45,56
1002823;Jul 27, 2020;Wholesale;Business;Javier Ortega andSons;North Carolina;Rose;RS519;Alba Rose;5,00;$16,75;$3,35;$80,40
1002824;Jul 27, 2020;Wholesale;Business;Gerald Gonzalez LLC;Iowa;Rose;RS513;Tea Rose;3,00;$14,99;$3,00;$41,97
1002825;Jul 27, 2020;Wholesale;Business;Joseph Taylor Group;New York;Sunflower;SF702;American Giant Hybrid;10,00;$899,00;$179,80;$8.810,20
1002826;Jul 27, 2020;Wholesale;Business;Henry Garcia Inc.;Georgia;Rose;RS107;French Rose;28,00;$12,00;$2,40;$333,60
1002827;Jul 27, 2020;Wholesale;Business;Jose Flores Group;Michigan;Orchid;OC203;Cycnoches Orchid;53,00;$69,00;$13,80;$3.643,20
1002828;Jul 28, 2020;Retail;Business;Jennifer Campbell Security;Pennsylvania;Rose;RS106;China Rose;3,00;$8,99;$0,00;$26,97
1002829;Jul 28, 2020;Retail;Business;Courtney Hernandez Inc.;Minnesota;Orchid;OC206;Dendrobium Orchid;2,00;$119,00;$0,00;$238,00
1002830;Jul 28, 2020;Wholesale;Business;Tamara Liang Inc.;Ohio;Sunflower;SF303;Terracotta;5,00;$450,00;$90,00;$2.160,00
1002831;Jul 28, 2020;Wholesale;Business;Hailey Collins Security;Missouri;Rose;RS501;Prairie Rose;6,00;$23,99;$4,80;$139,14
1002832;Jul 28, 2020;Retail;Individual;Bryant Srini;California;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1002833;Jul 28, 2020;Retail;Individual;Francisco Gonzalez;Nebraska;Rose;RS521;Hybrid Musk;1,00;$19,50;$0,00;$19,50
1002834;Jul 28, 2020;Retail;Individual;Megan Jackson;New York;Rose;RS501;Prairie Rose;1,00;$23,99;$0,00;$23,99
1002835;Jul 28, 2020;Wholesale;Business;James Williams Inc..;California;Rose;RS104;Beach Rose;5,00;$4,99;$1,00;$23,95
1002836;Jul 28, 2020;Wholesale;Business;Brad She Group;Texas;Orchid;OC204;Cymbidium Orchid;40,00;$89,00;$17,80;$3.542,20
1002837;Jul 28, 2020;Retail;Individual;Angelica Perry;North Carolina;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1002838;Jul 28, 2020;Wholesale;Business;Ian Jenkins International;Texas;Rose;RS106;China Rose;78,00;$8,99;$1,80;$699,42
1002839;Jul 28, 2020;Wholesale;Business;Rosa Wang LLC;New York;Rose;RS502;Rosa Glauca;4,00;$24,95;$4,99;$94,81
1002840;Jul 28, 2020;Wholesale;Business;Marcus Anderson Inc.;Alabama;Sunflower;SF306;Chianti;8,00;$250,00;$50,00;$1.950,00
1002841;Jul 28, 2020;Wholesale;Business;Catherine Torres Inc.;Arizona;Rose;RS513;Tea Rose;94,00;$14,99;$3,00;$1.406,06
1002842;Jul 29, 2020;Wholesale;Business;Amanda Adams International;West Virginia;Orchid;OC204;Cymbidium Orchid;9,00;$89,00;$17,80;$783,20
1002843;Jul 29, 2020;Wholesale;Business;Lauren Thompson Inc.;California;Orchid;OC206;Dendrobium Orchid;10,00;$119,00;$23,80;$1.166,20
1002844;Jul 29, 2020;Retail;Individual;Mathew Suarez;Wisconsin;Rose;RS521;Hybrid Musk;1,00;$19,50;$0,00;$19,50
1002845;Jul 29, 2020;Retail;Individual;Evan James;New York;Sunflower;SF302;Sunny Smile;1,00;$395,00;$0,00;$395,00
1002846;Jul 29, 2020;Retail;Individual;Rafael Hu;Alabama;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1002847;Jul 29, 2020;Retail;Individual;Christian Thomas;North Carolina;Daisy;DS801;Rough Daisy;1,00;$36,99;$0,00;$36,99
1002848;Jul 29, 2020;Retail;Business;Jennifer Campbell Security;Pennsylvania;Rose;RS502;Rosa Glauca;2,00;$24,95;$0,00;$49,90
1002849;Jul 29, 2020;Wholesale;Business;Zoe Murphy Group;Louisiana;Rose;RS104;Beach Rose;56,00;$4,99;$1,00;$278,44
1002850;Jul 29, 2020;Retail;Individual;Pedro Vance;California;Rose;RS508;Ayrshire Rose;1,00;$15,50;$0,00;$15,50
1002851;Jul 29, 2020;Retail;Business;Ruth Madan Games;Massachusetts;Rose;RS101;Prickly Wild Rose;13,00;$9,99;$0,00;$129,87
1002852;Jul 29, 2020;Wholesale;Business;Jorge Hu Group;Alabama;Rose;RS521;Hybrid Musk;5,00;$19,50;$3,90;$93,60
1002853;Jul 29, 2020;Retail;Individual;Melody Browning;Texas;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1002854;Jul 29, 2020;Wholesale;Business;Maria Reed Inc.;Minnesota;Sunflower;SF305;Ms. Mars;13,00;$455,00;$91,00;$5.824,00
1002855;Jul 29, 2020;Retail;Individual;Gloria Ruiz;North Carolina;Orchid;OC206;Dendrobium Orchid;1,00;$119,00;$0,00;$119,00
1002856;Jul 29, 2020;Wholesale;Business;Nicholas Robinson LLC;Arizona;Daisy;DS801;Rough Daisy;5,00;$36,99;$7,40;$177,55
1002857;Jul 29, 2020;Retail;Individual;Sara Reed;California;Orchid;OC202;Catasetum Orchid;4,00;$58,95;$0,00;$235,80
1002858;Jul 29, 2020;Retail;Individual;Trisha Zhou;Arizona;Rose;RS109;Floribunda;1,00;$10,99;$0,00;$10,99
1002859;Jul 30, 2020;Wholesale;Business;Logan Parker Inc.;Tennessee;Rose;RS521;Hybrid Musk;4,00;$19,50;$3,90;$74,10
1002860;Jul 30, 2020;Retail;Individual;Amanda Ross;Florida;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1002861;Jul 30, 2020;Retail;Individual;Caleb Griffin;Michigan;Daisy;DS801;Rough Daisy;1,00;$36,99;$0,00;$36,99
1002862;Jul 30, 2020;Retail;Individual;Misty Rai;New Jersey;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1002863;Jul 30, 2020;Retail;Individual;Jennifer Alexander;Alaska;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1002864;Jul 30, 2020;Wholesale;Business;Marcus Anderson Inc.;Alabama;Rose;RS104;Beach Rose;4,00;$4,99;$1,00;$18,96
1002865;Jul 30, 2020;Retail;Individual;Amanda Carter;Texas;Rose;RS110;Noisette Rose;1,00;$11,99;$0,00;$11,99
1002866;Jul 30, 2020;Wholesale;Business;Albert Moreno andSons;Kansas;Rose;RS511;Cabbage Rose;11,00;$20,95;$4,19;$226,26
1002867;Jul 30, 2020;Wholesale;Business;Katelyn Kelly LLC;Louisiana;Daisy;DS806;Shasta Daisy;6,00;$49,00;$9,80;$284,20
1002868;Jul 30, 2020;Wholesale;Business;Zoe Ramirez LLC;California;Orchid;OC602;Miltonia Orchid;7,00;$189,00;$37,80;$1.285,20
1002869;Jul 30, 2020;Wholesale;Business;Samuel Collins Corporation;Washington;Sunflower;SF704;Giant Sungold;5,00;$699,00;$139,80;$3.355,20
1002870;Jul 30, 2020;Wholesale;Business;Deanna Ramos Group;Iowa;Daisy;DS809;Eastern Purple Coneflower;5,00;$42,99;$8,60;$206,35
1002871;Jul 30, 2020;Retail;Individual;Lisa Cai;Colorado;Sunflower;SF702;American Giant Hybrid;1,00;$899,00;$0,00;$899,00
1002872;Jul 31, 2020;Retail;Individual;Darren Gill;Florida;Daisy;DS808;Pale Purple Coneflower;1,00;$34,99;$0,00;$34,99
1002873;Jul 31, 2020;Wholesale;Business;Sydney Cook Group;Maryland;Orchid;OC605;Psychopsis Orchid;12,00;$214,00;$42,80;$2.525,20
1002874;Jul 31, 2020;Wholesale;Business;Grace Hughes Inc.;Virginia;Rose;RS511;Cabbage Rose;5,00;$20,95;$4,19;$100,56
1002875;Jul 31, 2020;Wholesale;Business;Jonathan Rodriguez Inc.;North Carolina;Rose;RS507;White Rose of York;10,00;$13,99;$2,80;$137,10
1002876;Jul 31, 2020;Wholesale;Business;Alexandra Richardson Industries;Tennessee;Rose;RS513;Tea Rose;5,00;$14,99;$3,00;$71,95
1002877;Jul 31, 2020;Retail;Individual;Alison Pal;Tennessee;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1002878;Jul 31, 2020;Retail;Individual;Ana Griffin;Pennsylvania;Sunflower;SF703;Russian Mammoth;1,00;$549,00;$0,00;$549,00
1002879;Jul 31, 2020;Wholesale;Business;Angela Sanders Inc.;Georgia;Daisy;DS809;Eastern Purple Coneflower;62,00;$42,99;$8,60;$2.656,78
1002880;Jul 31, 2020;Wholesale;Business;Lauren Thompson Inc.;California;Daisy;DS803;Curly Leaf Daisy;7,00;$29,99;$6,00;$203,93
1002881;Jul 31, 2020;Wholesale;Business;Sara Peterson Inc.;South Carolina;Rose;RS521;Hybrid Musk;109,00;$19,50;$3,90;$2.121,60
1002882;Jul 31, 2020;Wholesale;Business;Ethan Anderson Group;New Hampshire;Daisy;DS806;Shasta Daisy;4,00;$49,00;$9,80;$186,20
1002883;Jul 31, 2020;Retail;Individual;Ian White;Kentucky;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1002884;Jul 31, 2020;Wholesale;Business;Eduardo Williams LLC;New York;Orchid;OC206;Dendrobium Orchid;8,00;$119,00;$23,80;$928,20
1002885;Jul 31, 2020;Retail;Individual;Casey Xu;Florida;Rose;RS101;Prickly Wild Rose;1,00;$9,99;$0,00;$9,99
1002886;Jul 31, 2020;Wholesale;Business;Meredith Johnsen Inc.;Texas;Orchid;OC203;Cycnoches Orchid;4,00;$69,00;$13,80;$262,20
1002887;Jul 31, 2020;Wholesale;Business;Jasmine Barnes LLC;North Dakota;Orchid;OC202;Catasetum Orchid;5,00;$58,95;$11,79;$282,96
1002888;Jul 31, 2020;Wholesale;Business;Emily Miller LLC;Iowa;Rose;RS109;Floribunda;5,00;$10,99;$2,20;$52,75
1002889;Aug 1, 2020;Wholesale;Business;Sydney Carter Security;Florida;Orchid;OC606;Vanda Orchid;12,00;$225,00;$45,00;$2.655,00
1002890;Aug 1, 2020;Wholesale;Business;Cindy Patel LLC;New York;Rose;RS108;Panda Robot Blueprint;8,00;$7,99;$1,60;$62,32
1002891;Aug 1, 2020;Wholesale;Business;Nicholas Thompson Tech;Texas;Sunflower;SF306;Chianti;8,00;$250,00;$50,00;$1.950,00
1002892;Aug 1, 2020;Retail;Individual;Johnathan Suri;North Carolina;Sunflower;SF704;Giant Sungold;2,00;$699,00;$0,00;$1.398,00
1002893;Aug 1, 2020;Wholesale;Business;Katherine Carter LLC;Minnesota;Rose;RS511;Cabbage Rose;10,00;$20,95;$4,19;$205,31
1002894;Aug 1, 2020;Retail;Individual;Jessica Brown;Illinois;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1002895;Aug 1, 2020;Retail;Individual;Evan Wright;Colorado;Rose;RS505;Climbing Rose;1,00;$14,99;$0,00;$14,99
1002896;Aug 1, 2020;Wholesale;Business;Marshall Sun andSons;Massachusetts;Rose;RS517;Wild Alberta Rose;15,00;$19,50;$3,90;$288,60
1002897;Aug 1, 2020;Retail;Individual;Nathan Gonzales;Texas;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1002898;Aug 1, 2020;Retail;Individual;Emily Wood;Texas;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1002899;Aug 1, 2020;Retail;Individual;Olivia Ward;Georgia;Sunflower;SF706;Firecracker;1,00;$883,00;$0,00;$883,00
1002900;Aug 1, 2020;Wholesale;Business;Carlos Murphy Technologies;Ohio;Sunflower;SF302;Sunny Smile;33,00;$395,00;$79,00;$12.956,00
1002901;Aug 1, 2020;Retail;Individual;Paige Butler;Florida;Orchid;OC607;Zygopetalum Orchid;1,00;$245,00;$0,00;$245,00
1002902;Aug 2, 2020;Wholesale;Business;Levi Weber LLC;Georgia;Sunflower;SF306;Chianti;5,00;$250,00;$50,00;$1.200,00
1002903;Aug 2, 2020;Wholesale;Business;Katrina Becker Group;Tennessee;Daisy;DS810;Gerbera Virdifolia;6,00;$44,95;$8,99;$260,71
1002904;Aug 2, 2020;Retail;Individual;Shane Srini;Colorado;Rose;RS109;Floribunda;1,00;$10,99;$0,00;$10,99
1002905;Aug 2, 2020;Wholesale;Business;Marcus Anderson Inc.;Alabama;Rose;RS110;Noisette Rose;9,00;$11,99;$2,40;$105,51
1002906;Aug 2, 2020;Retail;Individual;Rafael Raje;Kentucky;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1002907;Aug 2, 2020;Retail;Individual;Melinda Ortega;Michigan;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1002908;Aug 2, 2020;Retail;Individual;Marshall Yang;Washington;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1002909;Aug 2, 2020;Retail;Individual;Gary Vazquez;California;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1002910;Aug 2, 2020;Retail;Individual;Madison Taylor;Texas;Orchid;OC202;Catasetum Orchid;1,00;$58,95;$0,00;$58,95
1002911;Aug 2, 2020;Retail;Individual;Wesley Gao;North Carolina;Orchid;OC209;Lycaste Orchid;1,00;$179,00;$0,00;$179,00
1002912;Aug 2, 2020;Retail;Individual;Emmanuel Lopez;New York;Orchid;OC606;Vanda Orchid;2,00;$223,00;$0,00;$446,00
1002913;Aug 2, 2020;Retail;Individual;Brian Peterson;Nebraska;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1002914;Aug 2, 2020;Wholesale;Business;Maria Morgan Group;Texas;Orchid;OC605;Psychopsis Orchid;7,00;$214,00;$42,80;$1.455,20
1002915;Aug 2, 2020;Wholesale;Business;Edward Parker Inc.;Kansas;Rose;RS110;Noisette Rose;9,00;$11,99;$2,40;$105,51
1002916;Aug 2, 2020;Wholesale;Business;Tristan Alexander LLC;South Carolina;Daisy;DS806;Shasta Daisy;6,00;$49,00;$9,80;$284,20
1002917;Aug 2, 2020;Wholesale;Business;Henry Garcia Inc.;Georgia;Daisy;DS812;Marguerite Daisy;8,00;$28,99;$5,80;$226,12
1002918;Aug 2, 2020;Wholesale;Business;Marshall Sun andSons;Massachusetts;Daisy;DS803;Curly Leaf Daisy;11,00;$29,99;$6,00;$323,89
1002919;Aug 2, 2020;Wholesale;Business;Angela Henderson Inc.;Florida;Daisy;DS807;Osteospermum Daisy;7,00;$32,95;$6,59;$224,06
1002920;Aug 3, 2020;Retail;Individual;Jenny Xu;California;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1002921;Aug 3, 2020;Retail;Individual;Johnny Rai;New York;Rose;RS107;French Rose;1,00;$12,00;$0,00;$12,00
1002922;Aug 3, 2020;Wholesale;Business;Marc Ruiz Group;Delaware;Rose;RS107;French Rose;6,00;$12,00;$2,40;$69,60
1002923;Aug 3, 2020;Retail;Individual;Andre Garcia;Ohio;Rose;RS508;Ayrshire Rose;1,00;$15,50;$0,00;$15,50
1002924;Aug 3, 2020;Retail;Individual;Dennis Huang;Colorado;Rose;RS105;Portland Rose;1,00;$12,00;$0,00;$12,00
1002925;Aug 3, 2020;Retail;Individual;Michelle James;Texas;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1002926;Aug 3, 2020;Retail;Individual;Hunter Robinson;New York;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1002927;Aug 3, 2020;Wholesale;Business;Chase Stewart LLC;Washington;Daisy;DS807;Osteospermum Daisy;9,00;$32,95;$6,59;$289,96
1002928;Aug 3, 2020;Retail;Individual;Krista Gomez;Kentucky;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1002929;Aug 3, 2020;Wholesale;Business;Jonathan Rodriguez Inc.;North Carolina;Sunflower;SF307;Moulin Rouge;25,00;$499,00;$99,80;$12.375,20
1002930;Aug 3, 2020;Wholesale;Business;Francisco Srini Inc.;Georgia;Rose;RS109;Floribunda;52,00;$10,99;$2,20;$569,28
1002931;Aug 4, 2020;Wholesale;Business;Luke Adams Inc.;California;Rose;RS521;Hybrid Musk;6,00;$19,50;$3,90;$113,10
1002932;Aug 4, 2020;Wholesale;Business;Manuel Sara Group;Missouri;Orchid;OC208;Epidendrum Orchid;10,00;$167,00;$33,40;$1.636,60
1002933;Aug 4, 2020;Wholesale;Business;Devin Martinez Inc.;North Carolina;Daisy;DS805;Barberton Daisy;8,00;$49,00;$9,80;$382,20
1002934;Aug 4, 2020;Retail;Individual;Jonathan Henderson;Ohio;Sunflower;SF706;Firecracker;1,00;$883,00;$0,00;$883,00
1002935;Aug 4, 2020;Wholesale;Business;Sydney Carter Security;Florida;Daisy;DS808;Pale Purple Coneflower;6,00;$34,99;$7,00;$202,94
1002936;Aug 4, 2020;Wholesale;Business;Brad She Group;Texas;Rose;RS508;Ayrshire Rose;9,00;$15,50;$3,10;$136,40
1002937;Aug 4, 2020;Wholesale;Business;Jose Flores Group;Michigan;Sunflower;SF303;Terracotta;9,00;$450,00;$90,00;$3.960,00
1002938;Aug 4, 2020;Retail;Individual;Ryan Zhang;Alabama;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1002939;Aug 4, 2020;Retail;Individual;Nichole Nara;Washington;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1002940;Aug 4, 2020;Wholesale;Business;Edward Hernandez LLC;New Hampshire;Rose;RS513;Tea Rose;13,00;$14,99;$3,00;$191,87
1002941;Aug 4, 2020;Wholesale;Business;Sebastian Sanchez Inc.;Nevada;Daisy;DS810;Gerbera Virdifolia;12,00;$44,95;$8,99;$530,41
1002942;Aug 4, 2020;Retail;Business;Blake Simmons Inc.;Pennsylvania;Sunflower;SF301;Little Becka;3,00;$399,00;$0,00;$1.197,00
1002943;Aug 4, 2020;Retail;Individual;Patrick Howard;Kansas;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1002944;Aug 4, 2020;Wholesale;Business;Byron Carlson LLC;Michigan;Orchid;OC606;Vanda Orchid;73,00;$225,00;$45,00;$16.380,00
1002945;Aug 4, 2020;Retail;Individual;Lacey Chen;New York;Sunflower;SF704;Giant Sungold;1,00;$699,00;$0,00;$699,00
1002946;Aug 5, 2020;Wholesale;Business;Joy Ramos Group;Massachusetts;Daisy;DS809;Eastern Purple Coneflower;4,00;$42,99;$8,60;$163,36
1002947;Aug 5, 2020;Retail;Individual;Omar Yang;Indiana;Rose;RS506;Heirloom Rose;1,00;$16,99;$0,00;$16,99
1002948;Aug 5, 2020;Wholesale;Business;Jose Flores Group;Michigan;Orchid;OC603;Paphiopedlium Orchid;9,00;$189,00;$37,80;$1.663,20
1002949;Aug 5, 2020;Retail;Individual;Aaron Wang;Kansas;Sunflower;SF706;Firecracker;1,00;$883,00;$0,00;$883,00
1002950;Aug 5, 2020;Retail;Individual;Alyssa Cox;Texas;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1002951;Aug 5, 2020;Retail;Individual;Wendy Romero;Arkansas;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1002952;Aug 6, 2020;Retail;Individual;Kyle Patterson;Arkansas;Rose;RS504;Shining Rose;1,00;$12,99;$0,00;$12,99
1002953;Aug 6, 2020;Retail;Individual;Jennifer Foster;Virginia;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1002954;Aug 6, 2020;Retail;Individual;Cara Zhang;California;Rose;RS511;Cabbage Rose;1,00;$20,95;$0,00;$20,95
1002955;Aug 6, 2020;Retail;Individual;Warren Andersen;California;Sunflower;SF303;Terracotta;2,00;$450,00;$0,00;$900,00
1002956;Aug 6, 2020;Retail;Individual;Tyler Clark;Tennessee;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1002957;Aug 6, 2020;Wholesale;Business;Alvin Hu LLC;Colorado;Rose;RS516;Polyantha;7,00;$16,99;$3,40;$115,53
1002958;Aug 6, 2020;Wholesale;Business;Alex Campbell Group;Minnesota;Orchid;OC203;Cycnoches Orchid;10,00;$69,00;$13,80;$676,20
1002959;Aug 6, 2020;Wholesale;Business;William Lee International;New York;Rose;RS521;Hybrid Musk;6,00;$19,50;$3,90;$113,10
1002960;Aug 6, 2020;Wholesale;Business;Sydney Carter Security;Florida;Daisy;DS806;Shasta Daisy;10,00;$49,00;$9,80;$480,20
1002961;Aug 6, 2020;Retail;Individual;Adam Baker;Florida;Sunflower;SF307;Moulin Rouge;1,00;$499,00;$0,00;$499,00
1002962;Aug 6, 2020;Wholesale;Business;Jordan Coleman InformationSystems;Arizona;Daisy;DS805;Barberton Daisy;15,00;$49,00;$9,80;$725,20
1002963;Aug 6, 2020;Wholesale;Business;Briana Dominguez LLC;Connecticut;Rose;RS108;Panda Robot Blueprint;49,00;$7,99;$1,60;$389,91
1002964;Aug 6, 2020;Wholesale;Business;Christine Nara Inc.;North Carolina;Sunflower;SF702;American Giant Hybrid;49,00;$899,00;$179,80;$43.871,20
1002965;Aug 7, 2020;Wholesale;Business;Jasmine Coleman andSons;South Carolina;Rose;RS106;China Rose;6,00;$8,99;$1,80;$52,14
1002966;Aug 7, 2020;Wholesale;Business;Jaime Chande Securities;Pennsylvania;Daisy;DS811;Ox-Eye Daisy;67,00;$27,50;$5,50;$1.837,00
1002967;Aug 7, 2020;Wholesale;Business;Nelson Carlson LLC;Washington;Sunflower;SF306;Chianti;96,00;$250,00;$50,00;$23.950,00
1002968;Aug 7, 2020;Retail;Individual;Trevor Bryant;Kansas;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1002969;Aug 7, 2020;Wholesale;Business;Casey Kumar Inc.;Idaho;Orchid;OC206;Dendrobium Orchid;11,00;$119,00;$23,80;$1.285,20
1002970;Aug 7, 2020;Wholesale;Business;Seth Anderson LLC;Wyoming;Rose;RS513;Tea Rose;7,00;$14,99;$3,00;$101,93
1002971;Aug 7, 2020;Wholesale;Business;Kathryn Chapman LLC;California;Orchid;OC602;Miltonia Orchid;10,00;$189,00;$37,80;$1.852,20
1002972;Aug 7, 2020;Retail;Individual;Jay Suarez;North Dakota;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1002973;Aug 7, 2020;Retail;Individual;Teresa Alonso;California;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1002974;Aug 7, 2020;Retail;Individual;Luis Washington;Kentucky;Orchid;OC607;Zygopetalum Orchid;1,00;$245,00;$0,00;$245,00
1002975;Aug 7, 2020;Wholesale;Business;Jaime Chande Securities;Pennsylvania;Rose;RS516;Polyantha;7,00;$16,99;$3,40;$115,53
1002976;Aug 7, 2020;Wholesale;Business;Robert Brown andSons;Indiana;Rose;RS108;Panda Robot Blueprint;11,00;$7,99;$1,60;$86,29
1002977;Aug 7, 2020;Retail;Individual;Sarah Thomas;District of Columbia;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1002978;Aug 7, 2020;Wholesale;Business;Jasmine Taylor Inc.;Maryland;Sunflower;SF707;Italian White;50,00;$599,00;$119,80;$29.830,20
1002979;Aug 8, 2020;Wholesale;Business;Cassidy Diaz International;Ohio;Rose;RS513;Tea Rose;8,00;$14,99;$3,00;$116,92
1002980;Aug 8, 2020;Wholesale;Business;Maria Morgan Group;Texas;Orchid;OC606;Vanda Orchid;4,00;$225,00;$45,00;$855,00
1002981;Aug 8, 2020;Wholesale;Business;Alvin Hu LLC;Colorado;Daisy;DS806;Shasta Daisy;10,00;$49,00;$9,80;$480,20
1002982;Aug 8, 2020;Wholesale;Business;Brett Sanchez andSons;Arizona;Rose;RS109;Floribunda;12,00;$10,99;$2,20;$129,68
1002983;Aug 8, 2020;Wholesale;Business;Bianca Liu Group;New York;Orchid;OC203;Cycnoches Orchid;52,00;$69,00;$13,80;$3.574,20
1002984;Aug 8, 2020;Wholesale;Business;Brett Sanchez andSons;Arizona;Orchid;OC602;Miltonia Orchid;3,00;$189,00;$37,80;$529,20
1002985;Aug 8, 2020;Retail;Individual;Allison Evans;Florida;Daisy;DS802;Mojave Desert Star;1,00;$49,95;$0,00;$49,95
1002986;Aug 8, 2020;Retail;Individual;Carolyn Gomez;Alabama;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1002987;Aug 8, 2020;Retail;Individual;James Walker;Virginia;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1002988;Aug 8, 2020;Wholesale;Business;Preston Raman Inc.;Georgia;Rose;RS506;Heirloom Rose;10,00;$16,99;$3,40;$166,50
1002989;Aug 8, 2020;Retail;Individual;Latoya Shen;Maryland;Sunflower;SF706;Firecracker;1,00;$883,00;$0,00;$883,00
1002990;Aug 8, 2020;Wholesale;Business;Ashlee Jai Inc.;Oklahoma;Daisy;DS809;Eastern Purple Coneflower;12,00;$42,99;$8,60;$507,28
1002991;Aug 8, 2020;Wholesale;Business;Nicholas Thompson Tech;Texas;Rose;RS108;Panda Robot Blueprint;86,00;$7,99;$1,60;$685,54
1002992;Aug 8, 2020;Wholesale;Business;Alexis Coleman LLC;Idaho;Daisy;DS806;Shasta Daisy;82,00;$49,00;$9,80;$4.008,20
1002993;Aug 8, 2020;Retail;Individual;Logan White;Washington;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1002994;Aug 9, 2020;Wholesale;Business;Nicholas Robinson LLC;Arizona;Sunflower;SF707;Italian White;9,00;$599,00;$119,80;$5.271,20
1002995;Aug 9, 2020;Retail;Individual;Carmen Sara;North Carolina;Orchid;OC208;Epidendrum Orchid;4,00;$167,00;$0,00;$668,00
1002996;Aug 9, 2020;Wholesale;Business;Seth Alexander Group;Illinois;Daisy;DS802;Mojave Desert Star;11,00;$49,95;$9,99;$539,46
1002997;Aug 9, 2020;Retail;Business;Alyssa Wilson Group;Washington;Rose;RS105;Portland Rose;77,00;$12,00;$0,00;$924,00
1002998;Aug 9, 2020;Retail;Individual;Micheal Blanco;Virginia;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1002999;Aug 9, 2020;Wholesale;Business;Tristan Alexander LLC;South Carolina;Rose;RS509;Bourbon Rose;60,00;$19,99;$4,00;$1.195,40
1003000;Aug 9, 2020;Wholesale;Business;Katelyn Kelly LLC;Louisiana;Daisy;DS804;Chrysanthemum Daisy;6,00;$37,99;$7,60;$220,34
1003001;Aug 9, 2020;Wholesale;Business;Jessica Peterson Security;New York;Daisy;DS803;Curly Leaf Daisy;11,00;$29,99;$6,00;$323,89
1003002;Aug 9, 2020;Wholesale;Business;Amy Huang Group;North Carolina;Rose;RS506;Heirloom Rose;9,00;$16,99;$3,40;$149,51
1003003;Aug 9, 2020;Retail;Individual;Ashley Clark;California;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1003004;Aug 9, 2020;Wholesale;Business;Bailey Adams Photography;Kentucky;Sunflower;SF706;Firecracker;8,00;$883,00;$176,60;$6.887,40
